latitude,longitude,Salinity,Time,UUID
72.30152,63.65822,29.7759,2013-09-01 17:07:00.000,0f89bbad-2489-4924-a317-6c3f0b645500
72.30182,63.65934,29.7746,2013-09-01 17:07:00.000,a572935f-fdbb-4ef5-ba2c-8db515d450b2
72.3021,63.66044,29.7567,2013-09-01 17:07:00.000,91e64f8a-6809-4592-9192-86c83cc336ac
72.30222,63.6609,29.7582,2013-09-01 17:07:00.000,58ef293a-0b58-416f-8901-ea5a54d0853b
72.3024,63.66156,29.7724,2013-09-01 17:07:00.000,c39ac373-8530-49b6-99e4-17e25b0eae93
72.304,63.66756,29.7421,2013-09-01 17:08:00.000,2351c940-9d42-4a42-87d9-f4bc6bb5d0b3
72.30376,63.66666,29.7991,2013-09-01 17:08:00.000,6d4d3f35-59d4-4960-8f64-cce2080533d5
72.30358,63.666,29.7998,2013-09-01 17:08:00.000,fb52ffce-93f1-43ee-847e-052bf4ccb2ad
72.3034,63.66532,29.7943,2013-09-01 17:08:00.000,4a695d20-eacb-4009-983c-a1b322a1d1ab
72.30318,63.66444,29.7951,2013-09-01 17:08:00.000,955fa913-1254-4353-a98d-63e0b884a694
72.30302,63.6639,29.7841,2013-09-01 17:08:00.000,2c7c00d1-4968-4e62-81dc-8c3f53958f78
72.30282,63.6631,29.7845,2013-09-01 17:08:00.000,2eaa72b1-5bc7-4b08-8ea2-a2298ee800c4
72.30258,63.6622,29.7804,2013-09-01 17:08:00.000,672a9d1d-a255-40dc-b9f6-9e51ef1472c4
72.3059,63.67482,29.784,2013-09-01 17:09:00.000,f3ffbe7a-2e6c-4f5d-b471-b5e918efeb7e
72.30574,63.67416,29.7709,2013-09-01 17:09:00.000,cde5fbb6-65f7-493e-b2ba-c40a6191e15b
72.30562,63.67372,29.7435,2013-09-01 17:09:00.000,fdb600b5-f0e1-459b-990e-d4a5bd5253d1
72.30536,63.67272,29.7936,2013-09-01 17:09:00.000,cb25edae-b2bb-42e0-976b-e277d98a20d9
72.3052,63.67208,29.795,2013-09-01 17:09:00.000,e1288354-157d-412d-8c72-20b4efa7ba48
72.30504,63.67152,29.7695,2013-09-01 17:09:00.000,0b2db487-02c5-4830-adfb-e43f8848d9b0
72.30476,63.67042,29.7786,2013-09-01 17:09:00.000,4cbc8ef0-13ea-4563-a565-67f01a5d9d2b
72.30458,63.66976,29.7651,2013-09-01 17:09:00.000,29967eec-1b54-4095-aad5-cc35aa57bdb8
72.30446,63.6693,29.7585,2013-09-01 17:09:00.000,aee8988b-0a3b-4312-b5ff-58176e988a27
72.30708,63.67924,29.7603,2013-09-01 17:10:00.000,1b4dee64-b819-4ebf-8c9f-fc12123d7f23
72.30766,63.68146,29.761,2013-09-01 17:10:00.000,183f4e84-ca7f-4d7d-b935-9803b6aa5ede
72.30738,63.68034,29.7713,2013-09-01 17:10:00.000,10d9ef90-dbf3-4a21-b238-24de3e161c9b
72.30726,63.6799,29.7878,2013-09-01 17:10:00.000,fa7cee51-52d0-473d-9f88-f2018bee01b3
72.3069,63.67858,29.7804,2013-09-01 17:10:00.000,9e07c57a-9429-45ee-861c-fa55454361bf
72.30668,63.6777,29.7739,2013-09-01 17:10:00.000,81a67025-f208-46f2-8568-d94458de660e
72.3061,63.67548,29.7819,2013-09-01 17:10:00.000,3c221635-85cc-4c7f-bcc7-34c3e2e37dc3
72.3068,63.67812,29.772,2013-09-01 17:10:00.000,9bccd88a-eec3-4226-b271-a5d21c1001ea
72.30944,63.68818,29.7709,2013-09-01 17:11:00.000,9373acd5-4697-46ea-936e-d691bd2bdccb
72.30922,63.6874,29.7688,2013-09-01 17:11:00.000,f3701067-1383-4470-9151-28cd34ab7025
72.30884,63.68598,29.7991,2013-09-01 17:11:00.000,94a83177-f10c-4c61-adbb-5d8bfb0ef664
72.30864,63.6852,29.8057,2013-09-01 17:11:00.000,713a566d-ae9b-401c-8304-6859eb344206
72.30912,63.68696,29.745,2013-09-01 17:11:00.000,71131a91-2fd4-428c-a2a2-293b2755201b
72.30844,63.68444,29.7873,2013-09-01 17:11:00.000,4c86230f-08b8-46f5-8b26-cfbdf85745dd
72.30824,63.68366,29.7884,2013-09-01 17:11:00.000,366265ba-cfbe-4679-a911-7b5fec9acb82
72.30806,63.68302,29.7701,2013-09-01 17:11:00.000,712e5661-523e-416a-a491-46083a45b371
72.31098,63.69402,29.7754,2013-09-01 17:12:00.000,698e0619-54ae-43f2-8462-20b3b8a51d9a
72.31086,63.69358,29.7418,2013-09-01 17:12:00.000,c4d7cbd4-748d-4540-8261-bc0478bfd1e2
72.31074,63.69314,29.7673,2013-09-01 17:12:00.000,5d012b2b-32ce-47e4-8b90-2d059ce27a1b
72.31002,63.69038,29.7527,2013-09-01 17:12:00.000,27f195be-db55-464d-94bb-d38115ba12f5
72.31016,63.69092,29.76,2013-09-01 17:12:00.000,2749e518-f5b1-489c-9128-4210fc865018
72.3098,63.6896,29.7559,2013-09-01 17:12:00.000,98790bf2-f1da-4713-905e-4ccb4527b667
72.30958,63.68872,29.7819,2013-09-01 17:12:00.000,f0039b45-daac-4aa3-8d48-67ca8700accb
72.31116,63.69468,29.7827,2013-09-01 17:12:00.000,e1bfc4d3-fa1f-4c1d-9c7d-92b1f5606574
72.31028,63.69138,29.7918,2013-09-01 17:12:00.000,46dac3ba-4431-489e-8a1e-e8e50adf6b8e
72.31252,63.69978,29.8051,2013-09-01 17:13:00.000,6837580b-ffc7-44fb-bca2-07e858ffa4a6
72.31234,63.6991,29.8106,2013-09-01 17:13:00.000,f6aca974-87e7-4d3b-bd66-21c2cca1dd32
72.31276,63.70066,29.8106,2013-09-01 17:13:00.000,7e68e0ad-a695-4a90-9b10-17ab301ad29c
72.31294,63.70132,29.8153,2013-09-01 17:13:00.000,61d7c57e-c757-4ef1-a4ca-5a0d5f49b227
72.31194,63.69758,29.7612,2013-09-01 17:13:00.000,97ae75c1-5689-4642-8e66-7abe605f516e
72.3118,63.69702,29.7956,2013-09-01 17:13:00.000,65eb826f-6be8-4368-ae0c-a17be6a5c6f9
72.3116,63.69634,29.7912,2013-09-01 17:13:00.000,ee63c8d0-6327-4bbb-bd53-b94648453b66
72.31134,63.69536,29.7784,2013-09-01 17:13:00.000,e95748c9-1992-4c19-9111-efa25039a95b
72.31452,63.70732,29.7815,2013-09-01 17:14:00.000,1ab32bce-ae1c-4af9-a991-e0cfec1b18ee
72.3144,63.7069,29.7801,2013-09-01 17:14:00.000,b256f0b8-0234-476c-984b-7d651cba7ada
72.3143,63.70644,29.7921,2013-09-01 17:14:00.000,e13efe15-0ce3-44dd-b81e-a0a649783579
72.31414,63.70588,29.7673,2013-09-01 17:14:00.000,5cd0d35b-2eeb-47ac-921a-7f8c79c5f634
72.31394,63.7051,29.7483,2013-09-01 17:14:00.000,e746f5d4-d8bd-4112-aabf-df5f30f5d058
72.31474,63.70812,29.7819,2013-09-01 17:14:00.000,c59e0362-83ce-4f65-bddb-c6f84a6824be
72.31372,63.70432,29.7345,2013-09-01 17:14:00.000,e2f5c986-9589-4891-8407-239d9abe2a7d
72.31352,63.70354,29.7213,2013-09-01 17:14:00.000,8be3e969-29aa-42a2-9c71-724a0887c718
72.31322,63.70242,29.8318,2013-09-01 17:14:00.000,f5c67807-89f2-4e8a-81ab-98f96bec8ca6
72.31312,63.702,29.8263,2013-09-01 17:14:00.000,a38df564-3120-4e43-86e1-86e4ee2d9e3f
72.31382,63.70466,29.8236,2013-09-01 17:14:00.000,494e8089-b203-40a0-b977-e4a726eb8f2d
72.31648,63.71466,29.7949,2013-09-01 17:15:00.000,f73b29ba-57a2-4d00-9a47-f5f60196f635
72.3163,63.714,29.769,2013-09-01 17:15:00.000,6d31d9bd-8173-4fa1-900e-a58105e2a476
72.3162,63.71354,29.7793,2013-09-01 17:15:00.000,1ca5524a-56b7-4a3e-9be2-dcd6e1c06e53
72.31606,63.7131,29.7495,2013-09-01 17:15:00.000,682cc02d-2013-4a96-8707-f77c1ea37b86
72.31572,63.71176,29.7543,2013-09-01 17:15:00.000,ad15b383-b661-4c87-a150-925195319bbd
72.31532,63.71032,29.7529,2013-09-01 17:15:00.000,948f05cf-5066-4e86-937d-56969ce97871
72.31512,63.70954,29.7771,2013-09-01 17:15:00.000,6083e69d-dfab-484d-a009-94ac020b287a
72.31502,63.7091,29.7603,2013-09-01 17:15:00.000,af8d6f5d-e208-45d1-8410-1f8a7685fa87
72.31548,63.71088,29.7906,2013-09-01 17:15:00.000,13a4bfa0-162d-4e0e-904e-d95576417fac
72.31764,63.71916,29.7636,2013-09-01 17:16:00.000,27e6eb2d-53ac-46e1-a570-204d7661e305
72.31804,63.72072,29.7777,2013-09-01 17:16:00.000,aa23d1af-c9f7-4ce1-b94b-2ff7fc65a8da
72.31792,63.72026,29.7847,2013-09-01 17:16:00.000,0706fb0e-6445-4a7e-a607-b2f259a47601
72.31822,63.72138,29.7967,2013-09-01 17:16:00.000,0cbf887d-eca4-44a9-8fbb-2cb5cee4de9f
72.31724,63.71758,29.7903,2013-09-01 17:16:00.000,91132656-380a-4307-8f25-01e9abae929e
72.31666,63.71534,29.7957,2013-09-01 17:16:00.000,b98c2a86-8b64-4344-94ae-aaf23ae03968
72.31736,63.71802,29.7995,2013-09-01 17:16:00.000,29e97e68-1f12-4663-b3f4-83085988d796
72.3171,63.71702,29.7677,2013-09-01 17:16:00.000,cda7c4aa-46b7-4584-868b-75945a09c329
72.31692,63.71634,29.7725,2013-09-01 17:16:00.000,1bbf70f7-d7d4-4210-a587-79d29c209a0e
72.32,63.72818,29.82,2013-09-01 17:17:00.000,b1ec21df-e4b6-47d5-88b8-d7df44ccef1d
72.3198,63.7274,29.8175,2013-09-01 17:17:00.000,319ee807-1891-4dad-b3e4-be58de970495
72.3197,63.72696,29.7964,2013-09-01 17:17:00.000,70d6a472-8002-49d2-85e3-2c9be64bf5f4
72.31958,63.7265,29.7764,2013-09-01 17:17:00.000,ff4e6c01-e3d5-4e34-92a3-885ebba0580d
72.31922,63.72516,29.8035,2013-09-01 17:17:00.000,87e9eb4e-16f8-4e74-bd56-0b336399bd84
72.31938,63.72584,29.7836,2013-09-01 17:17:00.000,6e6d9b76-452a-429a-9fa6-b17f39a8d16d
